noise_type,intensity,clean_score,corrupted_score,clean_roc_auc,clean_accuracy,clean_precision,clean_recall,clean_f1,corrupted_roc_auc,corrupted_accuracy,corrupted_precision,corrupted_recall,corrupted_f1,relative_drop,training_time,evaluation_time,total_time,session,cv_type,split_level,subject,model,dataset,mode,eval_mode,seed,tune,batch_size,optimizer__lr,optimizer__weight_decay,module__ncp_hidden_dim,module__drop_prob,module__F1,module__D,module__kernel_length,module__temporal_kernel_size,module__temporal_stride,paradigm,module__sparsity,module__use_ms_block,module__use_snr_gate,module__use_forward_model,module__use_feedback_controller,module__use_delay,module__use_uncertainty_mixer,module__lstm_hidden_size
gaussian,47.73684210526316,0.8508873456790124,0.7868441358024691,0.8508873456790124,0.7986111111111112,0.7311827956989247,0.9444444444444444,0.8242424242424243,0.7868441358024691,0.6944444444444444,0.8181818181818182,0.5,0.6206896551724137,0.075266379505781,70.67967200279236,0.4138591289520263,71.09353113174438,0train,LeaveOneGroupOut,cross_session,1,branched_diva_ncp,BNCI2014_001,test_perturb,CrossSession,42,False,64.0,0.01,0.0,64.0,0.5,8.0,2.0,125.0,3.0,2.0,MotorImagery,,,,,,,,
gaussian,51.631578947368425,0.8508873456790124,0.7729552469135802,0.8508873456790124,0.7986111111111112,0.7311827956989247,0.9444444444444444,0.8242424242424243,0.7729552469135802,0.6944444444444444,0.8333333333333334,0.4861111111111111,0.6140350877192983,0.0915892087961914,70.67967200279236,0.4397525787353515,71.11942458152771,0train,LeaveOneGroupOut,cross_session,1,branched_diva_ncp,BNCI2014_001,test_perturb,CrossSession,42,False,64.0,0.01,0.0,64.0,0.5,8.0,2.0,125.0,3.0,2.0,MotorImagery,,,,,,,,
gaussian,55.526315789473685,0.8508873456790124,0.771604938271605,0.8508873456790124,0.7986111111111112,0.7311827956989247,0.9444444444444444,0.8242424242424243,0.771604938271605,0.6388888888888888,0.7631578947368421,0.4027777777777778,0.5272727272727273,0.0931761505327589,70.67967200279236,0.406505823135376,71.08617782592773,0train,LeaveOneGroupOut,cross_session,1,branched_diva_ncp,BNCI2014_001,test_perturb,CrossSession,42,False,64.0,0.01,0.0,64.0,0.5,8.0,2.0,125.0,3.0,2.0,MotorImagery,,,,,,,,
gaussian,59.42105263157895,0.8508873456790124,0.7189429012345678,0.8508873456790124,0.7986111111111112,0.7311827956989247,0.9444444444444444,0.8242424242424243,0.7189429012345678,0.5972222222222222,0.8181818181818182,0.25,0.3829787234042552,0.1550668782588983,70.67967200279236,0.4089293479919433,71.0886013507843,0train,LeaveOneGroupOut,cross_session,1,branched_diva_ncp,BNCI2014_001,test_perturb,CrossSession,42,False,64.0,0.01,0.0,64.0,0.5,8.0,2.0,125.0,3.0,2.0,MotorImagery,,,,,,,,
gaussian,63.31578947368421,0.8508873456790124,0.7436342592592593,0.8508873456790124,0.7986111111111112,0.7311827956989247,0.9444444444444444,0.8242424242424243,0.7436342592592593,0.5416666666666666,0.8,0.1111111111111111,0.1951219512195121,0.1260485150759464,70.67967200279236,0.4107985496520996,71.09047055244446,0train,LeaveOneGroupOut,cross_session,1,branched_diva_ncp,BNCI2014_001,test_perturb,CrossSession,42,False,64.0,0.01,0.0,64.0,0.5,8.0,2.0,125.0,3.0,2.0,MotorImagery,,,,,,,,
gaussian,67.21052631578948,0.8508873456790124,0.6479552469135803,0.8508873456790124,0.7986111111111112,0.7311827956989247,0.9444444444444444,0.8242424242424243,0.6479552469135803,0.5277777777777778,0.7,0.0972222222222222,0.1707317073170731,0.2384946724098843,70.67967200279236,0.4424607753753662,71.12213277816772,0train,LeaveOneGroupOut,cross_session,1,branched_diva_ncp,BNCI2014_001,test_perturb,CrossSession,42,False,64.0,0.01,0.0,64.0,0.5,8.0,2.0,125.0,3.0,2.0,MotorImagery,,,,,,,,
gaussian,71.10526315789474,0.8508873456790124,0.6765046296296297,0.8508873456790124,0.7986111111111112,0.7311827956989247,0.9444444444444444,0.8242424242424243,0.6765046296296297,0.5347222222222222,0.7272727272727273,0.1111111111111111,0.1927710843373493,0.2049421899795964,70.67967200279236,0.4040095806121826,71.08368158340454,0train,LeaveOneGroupOut,cross_session,1,branched_diva_ncp,BNCI2014_001,test_perturb,CrossSession,42,False,64.0,0.01,0.0,64.0,0.5,8.0,2.0,125.0,3.0,2.0,MotorImagery,,,,,,,,
gaussian,75.0,0.8508873456790124,0.6664737654320988,0.8508873456790124,0.7986111111111112,0.7311827956989247,0.9444444444444444,0.8242424242424243,0.6664737654320988,0.5416666666666666,0.8,0.1111111111111111,0.1951219512195121,0.2167309000226705,70.67967200279236,0.3935651779174804,71.07323718070984,0train,LeaveOneGroupOut,cross_session,1,branched_diva_ncp,BNCI2014_001,test_perturb,CrossSession,42,False,64.0,0.01,0.0,64.0,0.5,8.0,2.0,125.0,3.0,2.0,MotorImagery,,,,,,,,
dropout,1.0,0.8508873456790124,0.7631172839506172,0.8508873456790124,0.7986111111111112,0.7311827956989247,0.9444444444444444,0.8242424242424243,0.7631172839506172,0.6805555555555556,0.6477272727272727,0.7916666666666666,0.7124999999999999,0.1031512128768988,70.67967200279236,0.418520450592041,71.0981924533844,0train,LeaveOneGroupOut,cross_session,1,branched_diva_ncp,BNCI2014_001,test_perturb,CrossSession,42,False,64.0,0.01,0.0,64.0,0.5,8.0,2.0,125.0,3.0,2.0,MotorImagery,,,,,,,,
dropout,4.894736842105264,0.8508873456790124,0.7631172839506172,0.8508873456790124,0.7986111111111112,0.7311827956989247,0.9444444444444444,0.8242424242424243,0.7631172839506172,0.6805555555555556,0.6477272727272727,0.7916666666666666,0.7124999999999999,0.1031512128768988,70.67967200279236,0.4126999378204345,71.0923719406128,0train,LeaveOneGroupOut,cross_session,1,branched_diva_ncp,BNCI2014_001,test_perturb,CrossSession,42,False,64.0,0.01,0.0,64.0,0.5,8.0,2.0,125.0,3.0,2.0,MotorImagery,,,,,,,,
